#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2012-05-21T08:21:19 [V1.88 (30-Jan-2012)]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#INFO	votable-version=1.88 (30-Jan-2012)	
#INFO	-ref=VIZ4fb9f6df6278	
#INFO	-out.max=9999	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:II/144&cat:II/145&cat:V/53A&tab:{V/53A/catalog}&cat:VII/103&cat:J/A+A/341/553&cat:J/A+A/442/381&cat:J/A+A/451/835&cat:J/A+A/466/917&cat:J/A+A/486/505&cat:J/A+AS/93/373&cat:J/A+AS/102/89&cat:J/A+AS/104/9&cat:J/A+AS/106/257&cat:J/AJ/75/167&cat:J/AJ/126/1996&cat:J/ApJ/469/629&cat:J/ApJS/199/23&key:source=brightest+star&HTTPPRM:&-ref=VIZ4fb9f6df6278&-out.max=9999&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-out.src=V/53A/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Flamsteed&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-out=nComp&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/53A/catalog
#-source=V/53A/catalog
#-order=I
#-out=HR
#-out=n_HR
#-out=Flamsteed
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=nComp
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Coosys	B2000:	eq_FK4 B2000
#Coosys	J2000:	eq_FK5 J2000
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=ID_MAIN]
#Column	n_HR	(A1)	indicates that name(s) exist for this star in the file "\begin{tex}\vFile{V/53A/./names.dat}{names.dat}\end{tex}" {\em(indique l'existence de nom(s) usuels)}	[ucd=DATA_LINK]
#Column	Flamsteed	(I3)	? Flamsteed number	[ucd=ID_ALTERNATIVE]
#Column	Const	(A3)	\W{const}{/vizier/VizieR/constellations.htx}{Constellation Name} (3 characters)	[ucd=ID_CONSTEL]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=POS_EC_LON]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=POS_EC_LAT]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=PHYS_DISTANCE_TRUE]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=PHOT_JHN_V]
#Column	SpType	(a19)	MK Spectral Type	[ucd=SPECT_TYPE_MK]
#Column	nComp	(I2)	[1/13]? Number of visual components (nombre de composantes visuelles)	[ucd=NUMBER]
_RAJ2000;_DEJ2000;HR;n_HR;Flamsteed;Const;RA2000;DE2000;ELON;ELAT;Dist;Vmag;SpType;nComp
274.9654;+36.0645;6872; ;  1;Lyr;18 19 51.6;+36 03 52;277.89; 59.37;  250; 4.34;K2IIIabCN1         ;
276.0434;-34.3847;6879; ; 20;Sgr;18 24 10.3;-34 23 05;275.08;-11.05;  148; 1.85;B9.5III            ; 2
275.9146; -8.9344;6884; ;   ;Sct;18 23 39.4;-08 56 04;276.03; 14.38;  191; 4.68;G9IIIbFe0.5        ;
275.9246;+21.7697;6895; ;109;Her;18 23 41.8;+21 46 11;277.80; 45.05;  130; 3.84;K2.5IIIab          ; 2
276.3375;-20.5417;6896; ; 21;Sgr;18 25 20.9;-20 32 30;275.94;  2.77;  740; 4.82;K2II               ; 2
276.7434;-45.9683;6897; ;   ;Tel;18 26 58.3;-45 58 06;275.07;-22.65;  250; 3.51;B3IV               ;
277.2080;-49.0708;6905; ;   ;Tel;18 28 49.8;-49 04 15;275.24;-25.76;  130; 4.13;G8-K0III           ;
276.9925;-25.4217;6913; ; 22;Sgr;18 27 58.1;-25 25 18;276.32; -2.14;   77; 2.81;K1IIIb             ;
277.8434;-62.2783;6916; ;   ;Pav;18 31 22.3;-62 16 42;274.68;-38.97;  543; 4.64;B7-8III            ;
275.1894;+71.3378;6920; ; 43;Dra;18 20 45.3;+71 20 16; 71.09; 84.88;  296; 4.22;A0pSi:             ; 3
275.9772;+58.8006;6923; ; 39;Dra;18 23 54.4;+58 48 02;292.16; 81.78;  191; 4.99;A1V                ; 8
275.2640;+72.7328;6927; ; 44;Dra;18 21 03.2;+72 43 58; 75.93; 83.57;   26; 3.58;F7V                ; 4
277.2992;-14.5658;6930; ;   ;Sct;18 29 11.7;-14 33 57;277.15;  8.69;  296; 4.71;A3Vn               ;
277.9392;-45.9150;6934; ;   ;Tel;18 31 45.3;-45 54 54;275.98;-22.64;  505; 4.96;B6IV               ;
276.4960;+65.5636;6945; ; 42;Dra;18 25 58.9;+65 33 49;342.27; 87.18;  326; 4.82;K2III              ;
278.3759;-42.3125;6951; ;   ;CrA;18 33 30.1;-42 18 45;276.54;-19.06;  208; 4.64;G8III              ;
278.8017; -8.2442;6973; ;   ;Sct;18 35 12.3;-08 14 39;279.02; 14.92;  181; 3.83;K3III-IIIb         ;
278.1434;+57.0456;6978; ; 45;Dra;18 32 34.3;+57 02 44;295.68; 79.76; 2028; 4.77;F7Ib               ;
280.7594;-71.4283;6982; ;   ;Pav;18 43 02.1;-71 25 42;275.12;-48.18;  217; 4.01;K0III              ; 2
279.2346;+38.7836;7001;*;  3;Lyr;18 36 56.2;+38 47 01;285.32; 61.73;   25; 0.03;A0Va               ; 5
281.3614;-64.8714;7012; ;   ;   ;18 45 26.6;-64 52 17;276.43;-41.69;   95; 4.79;A5IV-V             ;
280.5683; -9.0525;7020; ;   ;Sct;18 42 16.3;-09 03 09;280.76; 13.99;  191; 4.72;F2IIIpdeltaDel     ; 3
281.0809;-35.6422;7029; ;   ;   ;18 44 19.3;-35 38 32;279.21;-12.56;  465; 4.87;B2.5V              ; 2
280.8804; -8.2753;7032; ;   ;Sct;18 43 31.2;-08 16 31;281.14; 14.74;  543; 4.89;G8II               ; 4
281.4142;-26.9908;7039; ; 27;Sgr;18 45 39.3;-26 59 27;280.18; -3.95;  232; 3.16;B8III              ; 2
281.1934;+37.6050;7056; ;  6;Lyr;18 44 46.3;+37 36 18;288.11; 60.34;  155; 4.36;Am                 ; 5
281.4154;+20.5464;7061; ;110;Her;18 45 39.6;+20 32 47;284.78; 43.40;   62; 4.19;F6V                ; 5
281.7938; -4.7480;7063; ;   ;Sct;18 47 10.4;-04 44 53;282.38; 18.19;  432; 4.22;G5IICN0.5Fe1Hdelta1;
281.5188;+26.6620;7064; ;   ;   ;18 46 04.4;+26 39 43;285.94; 49.47;  271; 4.84;K3III              ;
281.7554;+18.1814;7069; ;111;Her;18 47 01.2;+18 10 53;284.86; 41.02;   93; 4.36;A5III              ; 4
283.0543;-62.1878;7074; ;   ;Pav;18 52 12.9;-62 11 16;277.80;-39.10; 1286; 4.22;B2II-IIIe          ; 2
282.5200;+33.3628;7106; ; 10;Lyr;18 50 04.7;+33 21 46;288.88; 55.98;  197; 3.42;B7Ve+A8p           ; 6
284.2381;-67.2336;7107; ;   ;Pav;18 56 57.0;-67 14 01;277.62;-44.17;  543; 4.44;F5I-II             ;
283.5425;-22.7450;7116; ; 32;Sgr;18 54 10.1;-22 44 42;282.47;  0.11;  189; 4.83;K2I                ; 3
283.7796;-22.6714;7120; ; 35;Sgr;18 55 07.0;-22 40 17;282.70;  0.16;  271; 4.98;K3II-IIIBa0.8CN2   ;
283.8163;-26.2967;7121;*; 34;Sgr;18 55 15.8;-26 17 48;282.38; -3.45;  232; 2.03;B2.5V              ; 2
282.8001;+59.3883;7125; ; 47;Dra;18 51 11.9;+59 23 18;314.89; 80.80;  326; 4.67;G9IIIbCN-0.5       ; 3
283.6871;+22.6453;7133; ;113;Her;18 54 44.8;+22 38 43;288.06; 45.23;  543; 4.60;G4III+A6V          ; 3
284.6155;-52.9383;7134; ;   ;Tel;18 58 27.6;-52 56 18;280.11;-30.01;  543; 4.87;A0V                ;
283.3067;+50.7081;7137; ;   ;   ;18 53 13.5;+50 42 29;299.50; 72.79;  362; 4.93;G8III              ;
283.6259;+36.8989;7139; ; 12;Lyr;18 54 30.1;+36 53 56;291.67; 59.32; 1085; 4.30;M4II               ; 3
284.0550; +4.2036;7141; ; 63;Ser;18 56 13.1;+04 12 13;285.75; 26.88;  135; 4.62;A5V                ; 3
284.0608; +4.2020;7142; ; 63;Ser;18 56 14.5;+04 12 07;285.76; 26.88;  148; 4.98;A5Vn               ; 3
284.2654; -5.8461;7149; ;   ;Sct;18 57 03.6;-05 50 46;284.84; 16.86;  217; 4.83;K2III              ;
284.4325;-21.1067;7150; ; 37;Sgr;18 57 43.7;-21 06 24;283.45;  1.66;  407; 3.51;K1III              ;
284.6809;-37.1072;7152; ;   ;CrA;18 58 43.3;-37 06 26;282.04;-14.28;   98; 4.87;F2V                ;
283.8338;+43.9461;7157; ; 13;Lyr;18 55 20.0;+43 56 46;295.23; 66.18;  362; 4.00;M5III              ;
284.9058;+15.0683;7176; ; 13;Aql;18 59 37.3;+15 04 06;288.26; 37.57;  155; 4.02;K1IIICN0.5Ba0.2    ; 3
284.7359;+32.6894;7178; ; 14;Lyr;18 58 56.5;+32 41 22;291.92; 55.01;  171; 3.24;B9III              ; 4
283.5994;+71.2972;7180; ; 52;Dra;18 54 23.7;+71 17 50; 50.30; 83.22;  362; 4.82;K0III              ;
285.7784;-42.0953;7188; ;   ;CrA;19 03 06.7;-42 05 43;282.35;-19.33;  191; 4.75;B9.5V              ;
285.0038;+32.1456;7192; ; 15;Lyr;19 00 00.8;+32 08 44;292.14; 54.44;  253; 4.98;K2.5IIIBa0.4       ;
285.4200; -5.7389;7193; ; 12;Aql;19 01 40.7;-05 44 20;286.05; 16.85;  155; 4.02;K1IIIv             ;
285.6529;-29.8803;7194; ; 38;Sgr;19 02 36.6;-29 52 49;283.64; -7.18;   90; 2.59;A2III+A4IV         ; 3
286.1708;-21.7417;7217; ; 39;Sgr;19 04 40.9;-21 44 30;284.99;  0.86;  141; 3.77;G8III              ; 2
286.7350;-27.6705;7234; ; 40;Sgr;19 06 56.3;-27 40 14;284.83; -5.09;  120; 3.31;K1III              ;
286.3525;+13.8633;7235; ; 17;Aql;19 05 24.5;+13 51 48;289.80; 36.19;   83; 2.99;A0Vn               ; 3
286.5621; -4.8825;7236; ; 16;Aql;19 06 14.8;-04 52 57;287.33; 17.57;  125; 3.43;B9Vn               ;
287.0871;-40.4967;7242; ;   ;CrA;19 08 20.8;-40 29 48;283.58;-17.86;  181; 4.59;K1III              ;
287.3679;-37.9044;7254; ;   ;CrA;19 09 28.2;-37 54 16;284.13;-15.31;  130; 4.11;A2V                ;
287.5071;-39.3408;7259; ;   ;CrA;19 10 01.6;-39 20 27;284.06;-16.75;  543; 4.11;K0II               ;
287.4408;-21.0236;7264; ; 41;Sgr;19 09 45.7;-21 01 25;286.25;  1.44;  465; 2.88;F2II               ; 3
288.8850;-25.2567;7292; ; 42;Sgr;19 15 32.3;-25 15 24;287.04; -2.93;  362; 4.83;F2:+F7III          ; 3
288.4396;+39.1461;7298; ; 20;Lyr;19 13 45.4;+39 08 46;300.06; 60.68;  654; 4.38;B2.5IV             ; 3
289.4088;-18.9530;7304; ; 43;Sgr;19 17 38.0;-18 57 11;288.35;  3.26;  543; 4.93;G8II               ;
289.0542;+21.3906;7306; ;  1;Vul;19 16 12.9;+21 23 26;294.65; 43.21;  510; 4.77;B4IV               ; 3
288.4801;+57.7050;7309; ; 54;Dra;19 13 55.1;+57 42 18;322.77; 77.72;  163; 4.99;K2III              ;
288.1385;+67.6617;7310; ; 57;Dra;19 12 33.1;+67 39 42; 17.16; 82.89;  101; 3.07;G9III              ; 2
289.0921;+38.1336;7314; ; 21;Lyr;19 16 22.0;+38 08 01;300.52; 59.57;  491; 4.38;K0II               ; 3
289.2755;+53.3686;7328; ;  1;Cyg;19 17 06.0;+53 22 07;314.92; 73.80;  125; 3.76;G9III              ;
290.6596;-44.4589;7337; ;   ;Sgr;19 22 38.2;-44 27 32;285.78;-22.14;  407; 4.01;B9V                ; 2
290.4183;-17.8472;7340; ; 44;Sgr;19 21 40.3;-17 50 50;289.45;  4.22;  125; 3.93;F0IV-V             ; 2
290.4317;-15.9550;7342; ; 46;Sgr;19 21 43.5;-15 57 18;289.73;  6.10;  681; 4.61;B2Vpe+A2IaShell    ; 2
290.8050;-44.7997;7343; ;   ;Sgr;19 23 13.1;-44 47 59;285.83;-22.50;  141; 4.29;F2III              ;
290.9713;-40.6161;7348; ;   ;Sgr;19 23 53.0;-40 36 58;286.64;-18.38;  171; 3.97;B8V                ;
288.8873;+73.3555;7352; ; 60;Dra;19 15 32.8;+73 21 20; 55.01; 80.70;  155; 4.45;K3IIICN1           ;
290.1672;+65.7144;7371; ; 58;Dra;19 20 40.0;+65 42 52;  3.38; 81.83;  232; 4.59;A2IIIs             ;
291.0317;+29.6214;7372; ;  2;Cyg;19 24 07.5;+29 37 17;299.66; 50.92;  610; 4.97;B3IV               ;
291.3746; +3.1147;7377; ; 30;Aql;19 25 29.8;+03 06 53;293.64; 24.82;   50; 3.36;F3IV               ; 3
291.6296; +0.3386;7387; ; 32;Aql;19 26 31.0;+00 20 19;293.43; 22.04; 1575; 4.72;F2Ib               ; 2
292.1763;+24.6650;7405; ;  6;Vul;19 28 42.2;+24 39 54;299.51; 45.86;  296; 4.45;M0III              ; 2
292.6804;+27.9597;7417; ;  6;Cyg;19 30 43.2;+27 57 35;301.25; 48.97;  407; 3.14;K3II+B0.5V         ; 3
292.4263;+51.7297;7420; ; 10;Cyg;19 29 42.2;+51 43 47;317.97; 71.45;  125; 3.78;A5Vn               ;
293.8038;-48.0991;7424; ;   ;Tel;19 35 12.8;-48 05 57;287.47;-26.09;  407; 4.90;K0III              ;
292.9429;+34.4531;7426; ;  8;Cyg;19 31 46.2;+34 27 11;304.27; 55.20;  580; 4.74;B3IV               ;
293.5225; +7.3789;7429; ; 38;Aql;19 34 05.3;+07 22 44;296.81; 28.66;  112; 4.45;K3IIIb             ; 6
293.6454;+19.7733;7437; ;  9;Vul;19 34 34.8;+19 46 24;299.90; 40.79;  512; 4.99;B8IIIn             ; 3
294.1767;-24.8836;7440; ; 52;Sgr;19 36 42.3;-24 53 01;291.85; -3.26;  191; 4.60;B9                 ; 2
294.2229; -7.0275;7446; ; 39;Aql;19 36 53.4;-07 01 39;294.85; 14.35; 1719; 4.96;B0.5III            ;
294.1804; -1.2864;7447; ; 41;Aql;19 36 43.2;-01 17 11;295.84; 20.01;  326; 4.36;B5III              ; 2
293.0902;+69.6611;7462; ; 61;Dra;19 32 21.5;+69 39 40; 30.29; 80.92;   18; 4.69;K0V                ; 2
294.1105;+50.2211;7469; ; 13;Cyg;19 36 26.4;+50 13 16;318.64; 69.62;   61; 4.47;F4V                ; 3
294.8442;+30.1533;7478; ; 12;Cyg;19 39 22.5;+30 09 12;304.93; 50.62;  250; 4.70;G8III-IV           ;
295.0242;+18.0139;7479; ;  5;Sge;19 40 05.7;+18 00 50;301.07; 38.79;  543; 4.38;G1III              ; 4
295.2625;+17.4758;7488; ;  6;Sge;19 41 02.9;+17 28 33;301.21; 38.22;  543; 4.38;G8IIIaCN0.5        ;
296.5904;-19.7611;7515; ; 56;Sgr;19 46 21.6;-19 45 40;294.92;  1.41;  217; 4.86;K1III              ;
296.0692;+37.3544;7517; ; 15;Cyg;19 44 16.5;+37 21 16;310.17; 57.21;  296; 4.89;G7III              ;
296.5650;+10.6133;7525;*; 50;Aql;19 46 15.5;+10 36 48;300.94; 31.24;  465; 2.72;K3II               ; 2
296.2438;+45.1308;7528; ; 18;Cyg;19 44 58.4;+45 07 51;316.25; 64.41;  171; 2.87;B9.5IV+F1V         ; 3
296.6067;+33.7278;7534; ; 17;Cyg;19 46 25.5;+33 43 40;308.91; 53.63;   69; 4.99;F7V                ; 3
296.8471;+18.5342;7536; ;  7;Sge;19 47 23.2;+18 32 03;303.39; 38.91;  465; 3.81;M2II+A0V           ;
297.2446;+19.1419;7546; ;  8;Sge;19 48 58.6;+19 08 31;304.04; 39.42;  362; 5.00;A3V                ; 4
297.6958; +8.8683;7557;*; 53;Aql;19 50 46.9;+08 52 06;301.78; 29.30;   16; 0.76;A7V                ; 3
297.6413;+32.9142;7564; ;   ;Cyg;19 50 33.8;+32 54 51;309.88; 52.60;  362; 4.24;S6+/1e             ; 2
297.7671;+22.6100;7565; ; 12;Vul;19 51 04.0;+22 36 36;305.79; 42.66;  639; 4.96;B2.5Ve             ;
298.1183; +1.0056;7570; ; 55;Aql;19 52 28.3;+01 00 20;300.43; 21.52;  858; 3.90;F6Ibv              ;
298.8150;-41.8683;7581; ;   ;Sgr;19 55 15.5;-41 52 06;292.56;-20.66;  191; 4.13;K0II-III           ;
297.0435;+70.2678;7582; ; 63;Dra;19 48 10.3;+70 16 04; 32.69; 79.49;  148; 3.84;G7IIIbCN-2         ; 2
300.1481;-72.9105;7590; ;   ;Pav;20 00 35.4;-72 54 38;283.53;-50.89;  108; 3.96;A0V                ;
298.3654;+24.0797;7592; ; 13;Vul;19 53 27.6;+24 04 47;307.04; 43.94;  362; 4.58;B9.5III            ; 2
298.5621; +8.4614;7595; ; 59;Aql;19 54 14.8;+08 27 41;302.63; 28.72;  217; 4.68;K0IIIb             ;
298.9600;-26.2994;7597; ; 58;Sgr;19 55 50.3;-26 17 58;295.85; -5.42;   77; 4.70;G5V                ;
298.8283; +6.4067;7602;*; 60;Aql;19 55 18.7;+06 24 24;302.42; 26.66;   45; 3.72;G8IV               ; 3
299.2367;-27.1700;7604; ; 59;Sgr;19 56 56.7;-27 10 12;295.92; -6.32;  247; 4.50;K3IICN1            ;
298.9654;+38.4867;7613; ; 22;Cyg;19 55 51.6;+38 29 12;314.87; 57.50;  494; 4.95;B5IV               ;
299.0767;+35.0833;7615; ; 21;Cyg;19 56 18.3;+35 05 00;312.93; 54.27;  141; 3.93;K0III              ; 5
299.7383;-26.1955;7618; ; 60;Sgr;19 58 57.1;-26 11 44;296.56; -5.46;  362; 4.82;G6IIIBa0.2         ;
298.9076;+52.4389;7619; ; 24;Cyg;19 55 37.7;+52 26 20;329.40; 69.98;  296; 4.92;A4Vn               ; 4
299.9342;-35.2764;7623; ;   ;Sgr;19 59 44.1;-35 16 35;294.87;-14.39;  496; 4.37;B3IV               ;
298.9805;+58.8461;7633; ;   ;   ;19 55 55.2;+58 50 46;343.38; 74.84;  498; 4.96;K5II-III           ;
299.6892;+19.4922;7635; ; 12;Sge;19 58 45.3;+19 29 32;307.04; 39.19;  296; 3.47;M0III              ;
300.6646;-27.7100;7650; ; 62;Sgr;20 02 39.4;-27 42 36;297.07; -7.11;  465; 4.54;M4III              ;
300.8896;-37.9408;7652; ;   ;   ;20 03 33.4;-37 56 27;295.07;-17.15;  407; 4.77;K5III              ;
300.2754;+27.7536;7653; ; 15;Vul;20 01 06.0;+27 45 13;310.85; 46.99;  232; 4.65;A4III              ;
301.0817;-32.0561;7659; ;   ;   ;20 04 19.5;-32 03 22;296.51;-11.43;  326; 4.99;K1III              ; 2
302.1805;-66.1822;7665; ;   ;Pav;20 08 43.2;-66 10 56;287.61;-44.70;   20; 3.56;G6-8IV             ;
301.8467;-52.8808;7673; ;   ;Tel;20 07 23.1;-52 52 51;292.02;-31.85;  319; 4.97;M1IIab             ;
300.7043;+67.8736;7685; ; 67;Dra;20 02 48.9;+67 52 25; 20.36; 78.16;  407; 4.50;K3III              ; 3
302.3567;+36.8397;7708; ; 28;Cyg;20 09 25.5;+36 50 23;318.29; 54.99;  621; 4.93;B2.5Ve             ;
302.8262; -0.8214;7710; ; 65;Aql;20 11 18.2;-00 49 17;304.91; 18.73;  296; 3.22;B9.5III            ; 2
303.5692;+15.1975;7724; ; 67;Aql;20 14 16.5;+15 11 51;310.11; 34.08;  155; 4.95;A2V                ;
303.3250;+46.8158;7730; ; 30;Cyg;20 13 17.9;+46 48 57;328.04; 63.69;  181; 4.83;A5IIIn             ; 6
303.4080;+46.7414;7735; ; 31;Cyg;20 13 37.8;+46 44 29;328.07; 63.60;  469; 3.80;K2II+B3V           ; 6
303.6333;+36.8064;7736; ; 29;Cyg;20 14 31.9;+36 48 23;319.91; 54.57;  135; 4.99;A2V                ; 5
303.8163;+25.5919;7739; ;   ;   ;20 15 15.8;+25 35 31;314.23; 43.98;  517; 4.77;B3V                ; 3
303.3496;+56.5678;7740; ; 33;Cyg;20 13 23.8;+56 34 04;343.40; 71.58;  155; 4.30;A3IV-Vn            ;
303.9421;+27.8142;7744; ; 23;Vul;20 15 46.0;+27 48 51;315.36; 46.05;  362; 4.52;K3IIICN-1Ba0.3Fe-1 ;
304.4121;-12.5083;7747; ;  5;Cap;20 17 38.8;-12 30 30;303.77;  6.99; 1582; 4.27;G3Ib               ; 9
302.2224;+77.7114;7750; ;  1;Cep;20 08 53.2;+77 42 41; 63.08; 75.49;  362; 4.39;B9III              ; 3
303.8680;+47.7144;7751; ; 32;Cyg;20 15 28.2;+47 42 52;329.79; 64.29; 1611; 3.98;K3Ib+B3V           ; 2
304.5137;-12.5450;7754; ;  6;Cap;20 18 03.2;-12 32 42;303.86;  6.93;  108; 3.58;G8IIIb             ; 9
304.4467;+38.0330;7763; ; 34;Cyg;20 17 47.1;+38 01 59;321.78; 55.45; 1365; 4.82;B2pe               ;
305.1658;-12.7591;7773; ;  8;Cap;20 20 39.7;-12 45 33;304.43;  6.58;  296; 4.76;B9.5V              ; 2
305.2529;-14.7814;7776; ;  9;Cap;20 21 00.6;-14 46 53;304.05;  4.59;  362; 3.08;F8V+A0             ; 8
306.4121;-56.7352;7790; ;   ;Pav;20 25 38.8;-56 44 07;293.82;-36.27;  191; 1.94;B2IV               ; 3
305.5571;+40.2566;7796; ; 37;Cyg;20 22 13.6;+40 15 24;324.84; 57.12;  657; 2.23;F8Ib               ; 4
305.9650;+32.1903;7806; ; 39;Cyg;20 23 51.5;+32 11 25;320.03; 49.57;  271; 4.44;K3III              ;
307.2150;-17.8136;7822; ; 11;Cap;20 28 51.5;-17 48 49;305.16;  1.20;   98; 4.81;F2IV               ; 5
307.4125; -2.8855;7831; ; 69;Aql;20 29 38.9;-02 53 08;309.05; 15.63;  191; 4.91;K2III              ;
307.3488;+30.3686;7834; ; 41;Cyg;20 29 23.6;+30 22 07;320.71; 47.45;  577; 4.01;F5II               ;
307.5146;+48.9516;7844; ; 45;Cyg;20 30 03.4;+48 57 06;336.01; 64.04;  782; 4.95;B2.5IV             ; 3
308.8951;-60.5816;7848; ;   ;Pav;20 35 34.7;-60 34 54;293.86;-40.32;   90; 4.76;F1III              ;
307.3955;+62.9941;7850; ;  2;Cep;20 29 34.8;+62 59 39;  4.86; 73.93;  135; 4.22;A7III              ;
308.3033;+11.3033;7852; ;  2;Del;20 33 12.7;+11 18 12;314.06; 29.07;  362; 4.04;B6III              ;
309.3972;-61.5300;7859; ;   ;Pav;20 37 35.2;-61 31 48;293.75;-41.30;  203; 4.88;F5deltaDel         ;
308.4758;+35.2508;7866; ; 47;Cyg;20 33 54.1;+35 15 03;324.91; 51.61; 2735; 4.63;K2Ib+B3V           ; 3
309.3921;-47.2914;7869; ;   ;Ind;20 37 34.0;-47 17 29;299.10;-27.75;  101; 3.11;K0IIICNIII-IV      ; 3
308.8271;+14.6742;7871; ;  4;Del;20 35 18.4;+14 40 27;315.76; 32.15;  232; 4.69;A3V                ;
309.1817; -2.5497;7873; ; 70;Aql;20 36 43.5;-02 32 59;310.92; 15.50;  714; 4.89;K5II               ;
309.3875;+14.5953;7882; ;  6;Del;20 37 32.9;+14 35 43;316.34; 31.92;   98; 3.63;F5IV               ; 5
309.5846; -1.1053;7884; ; 71;Aql;20 38 20.2;-01 06 19;311.72; 16.79;  407; 4.33;G8III              ; 2
309.6304;+21.2011;7891; ; 29;Vul;20 38 31.2;+21 12 04;319.11; 38.13;  217; 4.82;A0V                ;
309.9096;+15.9119;7906; ;  9;Del;20 39 38.2;+15 54 43;317.38; 33.02;  250; 3.77;B9IV               ; 6
311.2397;-66.2030;7913; ;   ;Pav;20 44 57.4;-66 12 11;292.49;-45.95;  141; 3.42;A7III              ;
311.0096;-51.9211;7920; ;   ;Ind;20 44 02.2;-51 55 16;298.67;-32.49;   79; 4.51;A7III-IV-A9v       ;
310.3579;+45.2803;7924;*; 50;Cyg;20 41 25.8;+45 16 49;335.33; 59.91; 1726; 1.25;A2Iae              ; 2
310.8650;+15.0744;7928; ; 11;Del;20 43 27.5;+15 04 28;318.12; 31.94;  203; 4.44;A7IIIpdeltaDel     ;
311.5237;-25.2711;7936; ; 16;Cap;20 46 05.6;-25 16 16;307.16; -7.03;   47; 4.13;F4V                ;
311.2187;+25.2708;7939; ; 30;Vul;20 44 52.4;+25 16 15;322.68; 41.47;  407; 4.91;K2III              ;
311.4154;+30.7197;7942; ; 52;Cyg;20 45 39.6;+30 43 11;325.67; 46.48;  217; 4.23;K0III              ; 2
311.6646;+16.1242;7948; ; 12;Del;20 46 39.4;+16 07 27;319.37; 32.70;  101; 4.27;K1IV               ; 2
311.5529;+33.9703;7949; ; 53;Cyg;20 46 12.6;+33 58 13;327.75; 49.42;   72; 2.46;K0III              ; 3
311.9192; -9.4958;7950; ;  2;Aqr;20 47 40.5;-09 29 45;311.72;  8.08;  232; 3.77;A1V                ;
311.9342; -5.0278;7951; ;  3;Aqr;20 47 44.1;-05 01 40;312.96; 12.38;  465; 4.44;M3III              ;
312.3709;-46.2269;7952; ;   ;Ind;20 49 28.9;-46 13 37;301.66;-27.34;  407; 4.89;K5III              ;
311.3380;+57.5797;7955; ;   ;   ;20 45 21.0;+57 34 47;354.59; 69.16;   90; 4.52;F8IV-V             ; 2
311.7950;+34.3741;7956; ;   ;   ;20 47 10.7;+34 22 27;328.28; 49.71;  407; 4.92;K3III              ; 3
311.3226;+61.8389;7957; ;  3;Cep;20 45 17.3;+61 50 20;  4.68; 71.78;   47; 3.43;K0IV               ; 2
311.8521;+36.4908;7963; ; 54;Cyg;20 47 24.4;+36 29 27;329.75; 51.61;  399; 4.54;B5Ve               ; 3
312.4921;-33.7800;7965; ;   ;Mic;20 49 58.0;-33 46 48;305.63;-15.45;  407; 4.90;G7III              ; 2
312.2346;+46.1141;7977; ; 55;Cyg;20 48 56.2;+46 06 51;338.43; 59.93; 3303; 4.86;B3Iae              ; 2
312.9554;-26.9191;7980; ; 18;Cap;20 51 49.2;-26 55 09;307.96; -8.96;  210; 4.12;K5IIIa             ;
313.7026;-58.4541;7986; ;   ;Ind;20 54 48.5;-58 27 15;297.79;-39.16;  414; 3.65;K1II               ; 2
